course_title,url,price,reviews,duration,Lectures,course level,subject
Tax Strategy: Financial Planning for Beginners,https://www.udemy.com/taxsavingstrategy/,200,59,2 hours,25,All Levels,Business Finance
Accounting 2 Simplified for You,https://www.udemy.com/accounting-2-simplified-for-you/,45,23,5 hours,27,Beginner Level,Business Finance
Project Funding Modelling (for Professionals),https://www.udemy.com/project-funding-modelling/,20,3,1.5 hours,8,All Levels,Business Finance
Investing: How I Consistently Beat The Stock Market,https://www.udemy.com/beat-the-stock-market/,200,31,4.5 hours,34,All Levels,Business Finance
Bookkeeping Basics:  Understand the Fundamentals,https://www.udemy.com/bookkeeping-basics/,75,45,4.5 hours,48,Beginner Level,Business Finance
Leasing - A Comprehensive Study (Professional Course Level),https://www.udemy.com/leasing-a-comprehensive-study/,20,2,3.5 hours,22,All Levels,Business Finance
Trading Options For Consistent Returns: Options Basics,https://www.udemy.com/trading-options-for-income/,0,281,1.5 hours,20,Beginner Level,Business Finance
TechniTrader Leading Hybrid Indicator Trading,https://www.udemy.com/leading-hybrid-indicator-trading/,20,54,1 hour,5,Intermediate Level,Business Finance
Financial modeling: Build a DCF equity valuation model,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,20,17,1.5 hours,31,All Levels,Business Finance
CryptoArbitrager: Bitcoin Trading Robot (no mining),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,150,42,33 mins,14,All Levels,Business Finance
Accounting Is Easy (for Beginners),https://www.udemy.com/fundamentals-of-accountancy/,20,12,9 hours,90,All Levels,Business Finance
Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,200,22,2 hours,21,All Levels,Business Finance
The Complete Position Trading Course: Position Trading Stock,https://www.udemy.com/position-trading-course/,45,36,1 hour,5,All Levels,Business Finance
Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,60,139,1 hour,7,Expert Level,Business Finance
Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,20,26,1.5 hours,42,Intermediate Level,Business Finance
A Value Investing Approach to the Stock Market,https://www.udemy.com/start-investing-the-right-way/,20,12,1.5 hours,15,All Levels,Business Finance
Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,50,12,5.5 hours,37,All Levels,Business Finance
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,50,3,6 hours,54,Intermediate Level,Business Finance
Mastering Candlestick Charting : High Probability Trading,https://www.udemy.com/mastering-candlestick-charting/,50,16,2 hours,35,All Levels,Business Finance
Binary Options Course - Level 2,https://www.udemy.com/binary-options-course-level-2/,0,207,2 hours,9,Intermediate Level,Business Finance
Stock Technical Analysis with R,https://www.udemy.com/stock-technical-analysis-with-r/,50,32,7 hours,49,All Levels,Business Finance
"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,60,64,1 hour,9,All Levels,Business Finance
Apply finance concepts for smart project management,https://www.udemy.com/apply-finance-concepts-for-smart-project-management/,0,161,2 hours,24,Beginner Level,Business Finance
Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,60,4,43 mins,6,Expert Level,Business Finance
Crowdfunding to Win,https://www.udemy.com/crowdfunding-to-win/,40,15,1.5 hours,15,All Levels,Business Finance
Comprehensive Forex Mastery Program,https://www.udemy.com/forex-mastery/,45,107,10 hours,97,All Levels,Business Finance
Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,0,0,1.5 hours,18,Intermediate Level,Business Finance
Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,200,6,1 hour,8,All Levels,Business Finance
Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,95,28,2 hours,45,All Levels,Business Finance
Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,20,12,1.5 hours,18,All Levels,Business Finance
CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,50,6,17.5 hours,128,All Levels,Business Finance
Pin Bars: The Most Powerful Forex Trading Signal,https://www.udemy.com/make-money-in-forex-using-pin-bars/,200,16,1 hour,19,All Levels,Business Finance
Stock Options Trades Using Interactive Brokers,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,95,26,1 hour,14,Intermediate Level,Business Finance
Introduction to Options - Strategies For Consistent Profits,https://www.udemy.com/introduction-to-options-start-trading-now/,40,44,4.5 hours,55,All Levels,Business Finance
Risk in Forex Transactions - for CA / CS / CFA exams,https://www.udemy.com/forex-risks/,20,3,1 hour,9,All Levels,Business Finance
Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,20,9,2 hours,28,All Levels,Business Finance
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,200,8,2 hours,13,Beginner Level,Business Finance
Interpreting Financial Statements,https://www.udemy.com/financialstatements/,20,29,1.5 hours,23,Beginner Level,Business Finance
Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,20,10,12 hours,59,Beginner Level,Business Finance
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,60,55,2 hours,16,Intermediate Level,Business Finance
Investment Banking: How to Land a Job on Wall Street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,75,30,3.5 hours,63,All Levels,Business Finance
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,20,33,1 hour,18,All Levels,Business Finance
Financial modeling: Build a multiples valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,20,17,1.5 hours,20,All Levels,Business Finance
Trade Recap I - A Real Look at Futures Options Markets,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,20,4,1.5 hours,11,Beginner Level,Business Finance
Advanced Stock Options for Serious Equity Investors!,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,200,23,1.5 hours,7,Expert Level,Business Finance
Trading Binary Options for Fun and Profit,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,20,24,2 hours,46,All Levels,Business Finance
CFA: Fast Track your career in Finance,https://www.udemy.com/cfapreparebetter/,20,27,2 hours,21,Beginner Level,Business Finance
How to be a Profitable Forex Trader,https://www.udemy.com/making-money-in-forex-market/,20,13,41 mins,7,All Levels,Business Finance
Excel Dashboard - Interactive Excel Dashboard and Charts,https://www.udemy.com/interactive-charts-in-excel/,30,54,3 hours,34,All Levels,Business Finance
Accounting 101: Learn Business Finance Forecasting in 60mins,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,95,12,1.5 hours,12,All Levels,Business Finance
The Securities Trade Lifecycle,https://www.udemy.com/the-securities-trade-lifecycle/,50,110,4 hours,22,All Levels,Business Finance
Double your Forex Account using the MAGIC MA trading robot,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,65,117,2.5 hours,24,Intermediate Level,Business Finance
Technical Analysis 101: How to Profit During Market Crashes,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,95,18,2 hours,53,All Levels,Business Finance
Advanced Accounting for Investment Banking,https://www.udemy.com/advanced-accounting-for-investment-banking/,50,80,4 hours,38,Intermediate Level,Business Finance
Investing In Stocks With 10 Simple Rules,https://www.udemy.com/value-investing-rules/,95,79,2 hours,59,All Levels,Business Finance
Venture Capital. What is it and Why it Matters to You!,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,50,48,2.5 hours,25,All Levels,Business Finance
Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,105,23,2 hours,19,All Levels,Business Finance
Direction-Independ Trading - Elite Forex Traders  Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,120,15,2.5 hours,28,All Levels,Business Finance
How to Become a Financial Analyst from Scratch!,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,40,31,5 hours,38,Beginner Level,Business Finance
First Steps to Trading the Forexmarkets : Technical Analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,35,19,3.5 hours,15,Beginner Level,Business Finance
Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,20,40,1 hour,20,All Levels,Business Finance
Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,0,32,1 hour,9,Beginner Level,Business Finance
Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,0,181,32 mins,11,Beginner Level,Business Finance
Read financial statements like a pro,https://www.udemy.com/read-financial-statements-in-5-minutes/,50,1,4 hours,38,Intermediate Level,Business Finance
10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,20,1,1 hour,9,All Levels,Business Finance
Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,200,1,1 hour,16,All Levels,Business Finance
IAS 18 - Revenue,https://www.udemy.com/ias-18-revenue/,0,32,4.5 hours,23,All Levels,Business Finance
Forex Trading: The High ROI Forex Trading End of Day Course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,125,1,2.5 hours,19,Intermediate Level,Business Finance
Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,35,1,1 hour,19,All Levels,Business Finance
Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,20,0,2.5 hours,47,Beginner Level,Business Finance
Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,75,5,4.5 hours,45,All Levels,Business Finance
Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,50,2,3 hours,38,All Levels,Business Finance
Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,30,2,2 hours,15,Beginner Level,Business Finance
Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,50,10,24 hours,51,All Levels,Business Finance
International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,100,6,19.5 hours,235,All Levels,Business Finance
The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,150,12,3 hours,37,Beginner Level,Business Finance
Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,20,47,1.5 hours,15,All Levels,Business Finance
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,200,2,1.5 hours,31,Beginner Level,Business Finance
Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,95,117,2 hours,48,Expert Level,Business Finance
Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,200,77,3.5 hours,52,All Levels,Business Finance
Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,95,185,2.5 hours,44,All Levels,Business Finance
Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,30,38,4 hours,14,Intermediate Level,Business Finance
CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,25,20,20.5 hours,211,All Levels,Business Finance
Stock Market investment:Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,125,4,3 hours,29,Beginner Level,Business Finance
Learn How to Play CashFlow Game,https://www.udemy.com/learn-how-to-play-cashflow-game/,35,11,1 hour,26,Beginner Level,Business Finance
Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,30,64,4 hours,24,Beginner Level,Business Finance
Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,50,8,3 hours,40,Intermediate Level,Business Finance
"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,200,22,3 hours,19,Intermediate Level,Business Finance
Aprende a invertir practicando,https://www.udemy.com/aprende-a-invertir-practicando/,35,9,2 hours,42,All Levels,Business Finance
