course_title,url,price,reviews,duration,Lectures,course level
Learn Professional Book-Cover Designing Photoshop 4 Beginner,https://www.udemy.com/learn-professional-book-cover-designing-photoshop/,200,21,3 hours,54,Beginner Level
How To Make Graphics For A Website,https://www.udemy.com/how-to-make-graphics-for-a-website/,200,35,1.5 hours,11,All Levels
Adobe Illustrator: How to Draw Squared Animals Icons,https://www.udemy.com/adobe-illustrator-how-to-draw-squared-animals-icons/,180,38,32 mins,13,Beginner Level
Book Covers and Graphic Design with PowerPoint 2013/2016/365,https://www.udemy.com/book-cover-design-with-microsoft-powerpoint-2013/,195,57,4 hours,30,Beginner Level
Getting Started With Digital Painting Using Krita,https://www.udemy.com/getting-started-with-digital-painting-using-krita/,20,15,36 mins,11,Beginner Level
Logo Design - Guide to Logo Design in Photoshop,https://www.udemy.com/graphic-design-mastering-logo-design/,25,86,2 hours,17,All Levels
Logo Design Essentials ,https://www.udemy.com/logo-design/,20,481,42 mins,12,All Levels
Fundamentals of Character Design: From Concept to Vector,https://www.udemy.com/fundamentals-of-character-design-from-concept-to-vector/,50,10,1 hour,11,Beginner Level
"Whiteboard Animation, Beginner To Expert - In 1 Hour!",https://www.udemy.com/whiteboardanimation/,20,25,1 hour,16,All Levels
Drawing Fun Caricatures! :) -The Best Method!,https://www.udemy.com/caricature/,25,11,35 mins,6,All Levels
Advanced Graphic Design-Photoshop CC 2014 for Photographers,https://www.udemy.com/advanced-graphic-design-photoshop-cc-2014-for-photographers/,20,11,1.5 hours,19,All Levels
Design Beautiful & Professional Ebooks Using FREE Software,https://www.udemy.com/ebook-layouts/,20,7,4 hours,26,All Levels
Desktop Publishing 101: Simplified Editing,https://www.udemy.com/desktop-publishing-101-learn-editing-in-a-simplified-way/,20,9,1 hour,9,Beginner Level
Create Professional Character Designs in Photoshop,https://www.udemy.com/create-professional-character-designs-in-photoshop/,20,11,4 hours,21,Intermediate Level
How to Make a Custom Graphic From Sketches ,https://www.udemy.com/how-create-vector-art-from-drawings-by-hand/,20,4,44 mins,17,Beginner Level
Getting Started with Illustrator CC,https://www.udemy.com/getting-started-with-illustrator-cc2/,100,10,5.5 hours,57,Beginner Level
"Photoshop From Scratch to Logos, Digital Drawing & Projects",https://www.udemy.com/photoshop-from-scratch-to-logos-digital-drawing-projects/,20,10,1.5 hours,21,Beginner Level
How to Make Your Own Children's Interactive eBook!,https://www.udemy.com/make-your-own-childrens-interactive-picture-ebook/,95,2,1.5 hours,17,Beginner Level
InDesign Basics for Beginners: Learn InDesign Quickly,https://www.udemy.com/indesign-basics-how-to-use-indesign-like-a-pro/,35,8,1.5 hours,24,Beginner Level
Create an Accelerated Learning Flowchart with Watercolors,https://www.udemy.com/design-an-information-diet-plan-with-a-watercolor-flowchart/,200,5,2.5 hours,16,All Levels
How to Create Vector Characters in Illustrator or Photoshop,https://www.udemy.com/how-to-create-vector-characters-in-illustrator-or-photoshop/,25,3,3.5 hours,15,Beginner Level
Photoshop Learn Concept Art Manipulation,https://www.udemy.com/photoshop-learn-concept-art-manipulation/,25,0,1.5 hours,11,Beginner Level
Make Logo design pay with illustrator in less than a day,https://www.udemy.com/designing-logos-with-illustrator-beginners-to-advanced/,50,1,4 hours,20,All Levels
Create a Majestic Bear on Adobe Illustrator,https://www.udemy.com/bear-adobe-illustrator/,55,0,1 hour,10,All Levels
Adobe Illustrator CC Beginner,https://www.udemy.com/adobe-illustrator-beginner/,30,0,4 hours,37,Beginner Level
Create Beveled Lettering in Adobe Illustrator,https://www.udemy.com/create-beveled-lettering/,20,0,35 mins,8,Intermediate Level
Learn Adobe Illustrator and Premiere Pro in 1 hour,https://www.udemy.com/learn-adobe-illustrator-and-premiere-pro-in-1-hour/,20,0,1 hour,19,All Levels
Adobe photoshop The  Flying Land compositing,https://www.udemy.com/adobe-photoshop-the-flying-land-compositing/,70,0,2.5 hours,23,All Levels
Learn Mobile App Design in Photoshop,https://www.udemy.com/design-iosandroid-icons/,20,1,1.5 hours,13,Beginner Level
Photoshop: Real World Learning,https://www.udemy.com/photoshop-practical-training/,20,0,5 hours,56,All Levels
Adobe Illustrator Fast Track,https://www.udemy.com/adobe-illustrator-fast-track/,40,0,2.5 hours,23,Beginner Level
Mastering Text Animation in After Effect,https://www.udemy.com/master-text-animation-in-ae/,20,1,1 hour,9,Intermediate Level
How to Design A 2D Character in Illustrator,https://www.udemy.com/2d-character-in-illustrator/,20,1,1 hour,9,Beginner Level
Design Efficiency Intensive,https://www.udemy.com/fd-design-efficiency-intensive/,20,0,33 mins,5,Intermediate Level
Adobe Photoshop CC for Photographers Advanced,https://www.udemy.com/adobe-photoshop-cc-for-photographers-advanced/,30,0,2.5 hours,43,Expert Level
Adobe InDesign Tips and Tricks,https://www.udemy.com/adobe-indesign-best-tutorials/,80,0,1 hour,8,All Levels
Photoshop CC Training - Creating Fantastic Album Cover Art,https://www.udemy.com/photoshop-cc-training-creating-fantastic-album-cover-art/,50,0,1 hour,8,All Levels
Beginner's Guide to Book Cover Designing.,https://www.udemy.com/beginners-guide-to-book-cover-designing/,25,1,1 hour,11,Beginner Level
Low Poly Portrait Illustration,https://www.udemy.com/low-poly-portrait-illustration/,20,0,41 mins,8,All Levels
Events Promotion Design,https://www.udemy.com/eventspromotiondesign/,45,0,2 hours,9,Intermediate Level
Adobe Photoshop CC Introduction,https://www.udemy.com/adobe-photoshop-cc-introduction/,30,0,4.5 hours,55,Beginner Level
Ecover Mastery in 30 Minutes with NO photoshop skills needed,https://www.udemy.com/ecover-mastery-in-30-minutes/,20,0,38 mins,10,Beginner Level
Adobe Illustrator in Under 10: Fast info at your Fingertips!,https://www.udemy.com/illustratorunder10/,30,0,3.5 hours,34,All Levels
An Easy Introduction to Adobe Photoshop,https://www.udemy.com/an-easy-introduction-to-adobe-photoshop/,20,0,1 hour,6,Beginner Level
Create Beautiful Image Maps for Your Website,https://www.udemy.com/how-to-create-hotspot-image-maps-for-your-website-and-wordpress/,20,0,37 mins,8,Intermediate Level
T-Shirt Design Workshop 02: Mixed Media Design,https://www.udemy.com/t-shirt-design-workshop-part-2/,25,176,2.5 hours,29,Intermediate Level
Design a unique bookstore-quality Photo Book with Blurb,https://www.udemy.com/photo-book-blurb/,180,11,2.5 hours,27,All Levels
Learn to Create Deliverable Brand Identity Package,https://www.udemy.com/learn-to-create-deliverable-brand-identity-package/,20,5,1 hour,15,All Levels
How to Draw Pinups and Sexy Women,https://www.udemy.com/how-to-draw-pinups/,75,109,20 hours,33,Intermediate Level
Design & Create Text Logos in Adobe Photoshop CS5,https://www.udemy.com/learn-how-to-design-create-text-logos-in-adobe-photoshop-cs5/,95,19,1.5 hours,23,All Levels
Freelancing A-Z: How To Start A Successful Freelance Career,https://www.udemy.com/freelance-freelancer-freelancing-freelance-web-designer/,195,28,5 hours,81,All Levels
Character Concept Design for Beginners,https://www.udemy.com/character-concept-design-from-beginner-to-pro/,175,55,16.5 hours,98,All Levels
Icon & Logo Symbol Design in Adobe Illustrator,https://www.udemy.com/icondesign/,100,27,2 hours,30,All Levels
How to Draw Majestic Animals: Cats,https://www.udemy.com/draw-majestic-cats/,35,4,1 hour,11,All Levels
Sketchbook Pro for Beginners,https://www.udemy.com/learn-sketchbook-pro-in-a-weekend/,125,46,4 hours,41,All Levels
Photoshop CC 2017 Full Course,https://www.udemy.com/photoshop-cc-2017-full-course/,90,18,3.5 hours,150,Beginner Level
Mobile App Design in Photoshop from Scratch - UI & UX DESIGN,https://www.udemy.com/mobile-app-design-in-photoshop-complete-music-app-design/,195,17,2.5 hours,19,All Levels
Affinity Designer - making seamless patterns,https://www.udemy.com/affinity-designer-making-seamless-patterns/,20,13,1 hour,11,All Levels
Typography: Learn the Foundation and Designs,https://www.udemy.com/typography-learn-the-foundation-and-designs/,135,13,2.5 hours,33,All Levels
Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),https://www.udemy.com/tutorial-design-youtube-app-ui-ux-sketch3-swift/,20,15,5.5 hours,66,All Levels
How To Become An Etsy Wholesale Seller,https://www.udemy.com/how-to-become-an-etsy-wholesale-seller/,100,0,2.5 hours,25,Beginner Level
How to make Business Cards like a Pro,https://www.udemy.com/the-secrets-of-making-business-cards-like-a-pro/,20,3,42 mins,13,All Levels
Creating animation puzzles with Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-4/,20,5,1 hour,9,Intermediate Level
iPhone icons gone awesome,https://www.udemy.com/how-to-make-awesome-icons-for-your-iphone-app-in-60-seconds/,20,18,3.5 hours,55,All Levels
Adobe After Effect: Create 15 Advance Motion Graphic Element,https://www.udemy.com/15-advance-mograph-elements-with-after-effect/,30,6,2.5 hours,21,All Levels
Learn Sketch 3 Mobile App Design From Scratch,https://www.udemy.com/learn-sketch-3-graphic-design-from-scratch/,60,9,1.5 hours,20,All Levels
Learn Real Graphic Design,https://www.udemy.com/learn-real-design/,20,27,1.5 hours,19,All Levels
Designing With Halftones: Create a Dot Pattern Portrait!,https://www.udemy.com/halftones/,20,0,1 hour,7,Intermediate Level
A Beginners Guide to creating Vector Graphics With Photoshop,https://www.udemy.com/beginners-guide-course-to-vector-graphics-with-adobe-photoshop-course/,20,5,2 hours,19,Beginner Level
Adobe Photoshop CS6 para Iniciantes,https://www.udemy.com/adobe-photoshop-cs6-para-iniciantes/,40,0,7 hours,63,Beginner Level
PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,https://www.udemy.com/photoshop-dessiner-laffiche-du-film-rogue-one-en-style-bd/,50,0,4.5 hours,20,Intermediate Level
Doble exposición con Photoshop,https://www.udemy.com/doble-exposicion-con-photoshop/,20,0,34 mins,5,All Levels
Débuter avec KRITA,https://www.udemy.com/debuter-avec-krita/,25,0,2 hours,14,Intermediate Level
会声会影深度教学,https://www.udemy.com/nice-ppt/,200,2,36 mins,12,Beginner Level
Criando um poster com foto colagem digital,https://www.udemy.com/criando-poster-digital-foto-colagem/,25,0,41 mins,8,Beginner Level
Adobe InDesign CC 2017 Quick Start,https://www.udemy.com/adobe-indesign-cc-2017-quick-start/,35,0,2.5 hours,29,Beginner Level
初めてのiDraw入門,https://www.udemy.com/first-idraw/,20,0,1.5 hours,14,All Levels
Interiores Sostenibles 101,https://www.udemy.com/interiores-sostenibles-101/,30,0,1 hour,5,Beginner Level
Wordpress: Comment utiliser le thème FABLE,https://www.udemy.com/wordpress-comment-utiliser-le-theme-fable/,20,0,39 mins,10,Beginner Level
Adobe InDesign CS6,https://www.udemy.com/adobe-indesign-cs62/,50,0,5 hours,35,Beginner Level
Aprende Photoshop con Ejercicios Prácticos.,https://www.udemy.com/aprende-photoshop-con-ejercicios-practicos/,20,0,4 hours,46,All Levels
Typography Design: Learn Web Typography The Practical Way,https://www.udemy.com/typography-design-learn-web-typography/,20,9,2 hours,34,Beginner Level
Toon Boom Studio Tutorial - Cartoon Animation Made Simple,https://www.udemy.com/toon-boom-studio-tutorial/,50,20,5 hours,81,All Levels
Learn Logo Designing: 5 Types of Logo Designs in Illustrator,https://www.udemy.com/learn-logo-design-tutorial-in-illustrator-beginners/,30,2,3 hours,19,Beginner Level
Practical Font Design,https://www.udemy.com/practical-font-design/,50,23,7.5 hours,26,Intermediate Level
Smashing Photoshop CC/CS,https://www.udemy.com/smashing-photoshop/,20,7,5 hours,76,Beginner Level
"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",https://www.udemy.com/sketching-drawing/,20,16,2 hours,31,All Levels
Converting Type to Outlines in Adobe InDesign,https://www.udemy.com/type-to-outlines-indesign/,20,1,38 mins,12,Intermediate Level
Siemens NX Unigraphics (UG) Basic to Advance 3D Modelling,https://www.udemy.com/siemens-nx-unigraphics-ug-basic-to-advance-3d-modelling/,50,23,10.5 hours,88,All Levels
Typography From A to Z,https://www.udemy.com/typography-from-a-to-z/,100,15,6 hours,76,All Levels
Digital Asset Designer: Creating and Selling Mockups,https://www.udemy.com/digital-asset-designer-mockups/,50,12,3 hours,28,Beginner Level
Adobe Illustrator CC - From scratch ,https://www.udemy.com/adobe-illustrator-cc-from-scratch/,45,12,5.5 hours,24,Beginner Level
Photoshop: 5 Practical Techniques to Improve Your Skills,https://www.udemy.com/photoshop-5-practical-techniques-to-improve-your-skills/,20,5,43 mins,5,Intermediate Level
Easy Coloring Book Design,https://www.udemy.com/easy-coloring-book-design/,25,0,35 mins,9,Beginner Level
Make Patterns in Illustrator,https://www.udemy.com/make-patterns-in-illustrator/,20,0,3.5 hours,32,Beginner Level
Learn to create Text fire effect in Adobe Photoshop ,https://www.udemy.com/learn-to-create-text-fire-effect-in-adobe-photoshop/,20,0,36 mins,8,All Levels
Professional Business Logo Design Using Free Online Tools,https://www.udemy.com/professional-business-logo-design-using-free-online-tools/,20,0,37 mins,5,All Levels
Beginners Guide to Kindle Ebook Covers Design With Fireworks,https://www.udemy.com/beginners-guide-to-kindle-ebook-covers-design-with-fireworks/,20,0,1.5 hours,16,All Levels
Photoshop isn't like what you imagine A to Z .,https://www.udemy.com/photoshop-a-to-z/,35,0,3.5 hours,24,All Levels
The Complete Adobe Spark Course,https://www.udemy.com/the-complete-adobe-spark-course/,150,0,2 hours,29,All Levels
The Art of Logo Design : Everything You Need to Know,https://www.udemy.com/the-art-of-logo-design/,20,0,1 hour,18,All Levels
Hand Lettering para Iniciantes,https://www.udemy.com/hand-lettering-para-iniciantes/,40,92,43 mins,18,All Levels
Aprende a utilizar Canva,https://www.udemy.com/aprende-a-utilizar-canva/,20,45,40 mins,11,Beginner Level
photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,https://www.udemy.com/photoshop-do-basico-ao-avancado/,100,183,10 hours,77,All Levels
Photoshop - Revelando os segredos das Fusões,https://www.udemy.com/curso-de-photoshop-gratuito/,20,25,3.5 hours,17,Expert Level
Create Mobile App Design from Scratch in Photoshop,https://www.udemy.com/create-mobile-app-design-from-scratch-in-photoshop/,125,7,2.5 hours,24,Beginner Level
Apple Watch Design,https://www.udemy.com/apple-watch-design/,20,24,4 hours,35,All Levels
Word Swag : Create Stunning Images with the Word Swag App,https://www.udemy.com/word-swag/,100,19,1 hour,14,All Levels
How to Draw Majestic Animals: Dogs,https://www.udemy.com/how-to-draw-dogs/,35,5,1 hour,11,All Levels
Photoshop Course: Design an eBook Cover in Photoshop,https://www.udemy.com/ebook-cover-design/,50,69,3 hours,40,All Levels
Digital Art for Beginners,https://www.udemy.com/digital-art-101-from-beginner-to-pro/,150,388,15 hours,57,Beginner Level
Learn How To Design a Logo in Adobe Illustrator in 30 Mins,https://www.udemy.com/30minlogo/,50,53,30 mins,14,Beginner Level
The most popular techniques in Photoshop,https://www.udemy.com/the-most-popular-techniques-in-photoshop/,20,18,1 hour,15,Intermediate Level
Become a Professional Graphic Designer,https://www.udemy.com/become-a-professional-graphic-designer-udemy/,35,345,20.5 hours,207,All Levels
Adobe Illustrator CC 2017 for beginners,https://www.udemy.com/adobe-illustrator-cc-2017/,195,39,1.5 hours,12,Beginner Level
How to Draw Cute Cartoon Characters,https://www.udemy.com/draw-cute-characters/,55,522,2 hours,26,All Levels
How to Create awesome Cinema-graph With Adobe Photoshop?,https://www.udemy.com/how-to-create-awesome-cinema-graph-with-adobe-photoshop/,20,8,1 hour,16,Beginner Level
Learn to Create a Mandala with Adobe Illustrator,https://www.udemy.com/learn-to-create-a-mandala-with-adobe-illustrator/,50,0,4.5 hours,28,All Levels
15  Motion Graphic Elements in After Effect (Series 2),https://www.udemy.com/15-motion-graphic-elements-in-after-effect-series-2/,30,0,3 hours,20,Intermediate Level
Fantasy map design,https://www.udemy.com/fantasy-map-design/,30,2,2.5 hours,18,All Levels
Creating 2D Game Assets,https://www.udemy.com/creating-2d-game-assets/,25,0,2 hours,12,All Levels
